num_links,num_words,num_special_chars,has_spammy_keywords,label
1,179,0,1,NOT SPAM
2,130,16,0,SPAM
2,149,0,1,NOT SPAM
2,171,4,1,NOT SPAM
2,191,14,1,SPAM
2,139,0,1,NOT SPAM
1,67,16,0,NOT SPAM
1,121,13,0,NOT SPAM
5,189,12,0,SPAM
3,166,10,1,SPAM
3,57,11,1,NOT SPAM
1,198,5,0,SPAM
2,86,10,1,NOT SPAM
7,180,1,0,SPAM
2,192,17,1,SPAM
2,47,11,1,NOT SPAM
3,8,14,1,NOT SPAM
0,79,8,1,NOT SPAM
2,98,7,0,NOT SPAM
2,111,17,1,SPAM
2,95,15,0,NOT SPAM
1,97,9,1,NOT SPAM
2,184,11,0,SPAM
1,164,19,0,SPAM
2,117,11,0,NOT SPAM
2,94,9,1,NOT SPAM
5,98,13,0,SPAM
2,183,3,0,NOT SPAM
2,142,14,1,SPAM
1,144,19,0,SPAM
1,171,8,1,SPAM
0,142,6,0,NOT SPAM
0,96,6,0,NOT SPAM
2,109,19,0,SPAM
4,77,8,1,NOT SPAM
2,14,9,0,NOT SPAM
5,108,19,0,SPAM
1,155,12,1,SPAM
1,145,5,1,NOT SPAM
2,52,3,1,NOT SPAM
0,113,16,1,SPAM
0,93,13,1,NOT SPAM
4,48,2,1,NOT SPAM
3,97,0,1,NOT SPAM
1,68,17,0,NOT SPAM
2,44,1,0,NOT SPAM
0,138,7,0,NOT SPAM
0,124,15,1,SPAM
1,76,3,0,NOT SPAM
2,102,18,1,SPAM
2,175,19,0,SPAM
1,36,9,0,NOT SPAM
0,181,16,1,SPAM
3,78,16,0,NOT SPAM
3,127,6,1,NOT SPAM
3,151,8,0,NOT SPAM
5,88,6,1,NOT SPAM
2,56,2,1,NOT SPAM
2,184,11,1,SPAM
3,38,3,1,NOT SPAM
2,191,16,0,SPAM
2,85,2,1,NOT SPAM
2,112,10,0,NOT SPAM
6,130,7,0,NOT SPAM
4,9,1,0,NOT SPAM
1,198,13,1,SPAM
6,45,3,1,NOT SPAM
1,38,15,1,NOT SPAM
3,186,13,1,SPAM
1,24,6,0,NOT SPAM
3,186,9,1,SPAM
4,70,11,1,NOT SPAM
3,96,7,0,NOT SPAM
3,150,10,0,SPAM
2,48,19,1,NOT SPAM
4,107,12,0,NOT SPAM
4,52,11,1,NOT SPAM
1,39,6,1,NOT SPAM
2,115,11,0,NOT SPAM
2,43,9,1,NOT SPAM
2,7,6,0,NOT SPAM
2,23,18,0,NOT SPAM
2,129,6,0,NOT SPAM
4,150,17,1,SPAM
1,87,11,1,NOT SPAM
1,9,3,1,NOT SPAM
1,59,0,0,NOT SPAM
2,17,4,1,NOT SPAM
1,166,9,1,SPAM
1,22,6,0,NOT SPAM
3,72,19,0,NOT SPAM
2,104,6,0,NOT SPAM
1,175,12,1,SPAM
1,197,13,0,SPAM
3,173,4,0,SPAM
0,42,1,0,NOT SPAM
2,170,13,1,SPAM
3,145,7,1,NOT SPAM
0,129,19,0,SPAM
3,26,1,0,NOT SPAM
2,33,7,1,NOT SPAM
3,141,19,1,SPAM
2,114,4,1,NOT SPAM
2,112,11,0,NOT SPAM
3,72,6,1,NOT SPAM
2,108,12,0,NOT SPAM
3,149,14,1,SPAM
2,169,9,1,SPAM
0,196,3,0,SPAM
1,199,15,1,SPAM
3,136,6,0,NOT SPAM
2,44,12,1,NOT SPAM
3,148,3,0,NOT SPAM
1,143,11,1,SPAM
2,30,19,0,NOT SPAM
0,99,1,0,NOT SPAM
1,102,4,0,NOT SPAM
1,107,7,0,NOT SPAM
0,197,3,0,NOT SPAM
4,129,1,0,NOT SPAM
6,6,5,1,NOT SPAM
4,95,2,1,NOT SPAM
3,49,13,0,NOT SPAM
1,175,9,0,SPAM
4,7,10,1,NOT SPAM
2,166,4,0,NOT SPAM
3,84,15,1,NOT SPAM
2,197,8,1,SPAM
0,68,15,0,NOT SPAM
2,139,8,0,SPAM
2,39,16,0,NOT SPAM
3,26,11,0,NOT SPAM
1,180,14,1,SPAM
0,164,9,1,SPAM
1,30,3,0,NOT SPAM
3,124,16,0,SPAM
1,10,17,1,NOT SPAM
1,178,17,0,SPAM
2,187,9,1,SPAM
5,122,10,0,SPAM
4,187,0,1,SPAM
2,89,9,1,NOT SPAM
2,189,2,1,NOT SPAM
5,125,5,1,NOT SPAM
1,67,16,0,NOT SPAM
2,133,11,0,SPAM
1,153,10,1,SPAM
3,24,16,1,NOT SPAM
0,33,2,1,NOT SPAM
0,47,8,0,NOT SPAM
2,177,17,0,SPAM
1,69,5,0,NOT SPAM
1,135,2,0,NOT SPAM
2,100,5,0,NOT SPAM
1,24,10,1,NOT SPAM
2,85,10,0,NOT SPAM
2,41,6,0,NOT SPAM
3,42,12,0,NOT SPAM
3,49,12,0,NOT SPAM
1,174,6,1,SPAM
1,50,13,1,NOT SPAM
1,64,1,1,NOT SPAM
2,100,2,0,NOT SPAM
2,17,3,1,NOT SPAM
1,35,7,1,NOT SPAM
1,128,0,0,NOT SPAM
3,72,8,1,NOT SPAM
1,120,16,0,SPAM
5,66,17,1,NOT SPAM
2,181,6,0,SPAM
3,150,2,1,NOT SPAM
0,79,15,1,NOT SPAM
3,110,7,0,NOT SPAM
0,57,4,1,NOT SPAM
4,150,16,0,SPAM
1,55,18,1,NOT SPAM
2,173,17,0,SPAM
3,105,4,1,NOT SPAM
1,105,6,1,NOT SPAM
0,199,17,1,SPAM
2,197,12,0,SPAM
2,87,10,0,NOT SPAM
2,127,4,0,NOT SPAM
0,138,14,1,SPAM
3,169,6,0,SPAM
5,16,4,0,NOT SPAM
1,85,6,1,NOT SPAM
2,6,16,0,NOT SPAM
2,57,8,0,NOT SPAM
6,157,5,0,SPAM
1,160,8,1,SPAM
2,177,16,0,SPAM
1,41,1,0,NOT SPAM
1,149,19,0,SPAM
2,73,12,1,NOT SPAM
0,60,16,0,NOT SPAM
4,125,19,1,SPAM
2,62,5,0,NOT SPAM
3,8,18,1,NOT SPAM
1,107,5,0,NOT SPAM
1,187,1,0,NOT SPAM
3,53,12,1,NOT SPAM
2,42,19,1,NOT SPAM
2,49,9,0,NOT SPAM
0,112,8,0,NOT SPAM
1,162,12,0,SPAM
2,41,6,0,NOT SPAM
0,188,17,0,SPAM
4,159,13,0,SPAM
5,36,3,1,NOT SPAM
0,143,7,1,NOT SPAM
0,62,11,1,NOT SPAM
6,81,7,1,NOT SPAM
0,167,15,0,SPAM
1,21,0,1,NOT SPAM
0,162,9,1,SPAM
3,150,6,1,NOT SPAM
2,34,13,1,NOT SPAM
3,94,16,0,NOT SPAM
5,123,18,1,SPAM
5,20,4,1,NOT SPAM
2,79,18,0,NOT SPAM
3,186,2,0,SPAM
6,8,0,1,NOT SPAM
3,131,7,1,NOT SPAM
2,109,8,1,NOT SPAM
3,147,4,0,NOT SPAM
1,159,0,1,NOT SPAM
1,8,16,0,NOT SPAM
4,167,13,0,SPAM
0,89,16,1,NOT SPAM
6,67,8,1,NOT SPAM
2,104,2,0,NOT SPAM
3,70,2,0,NOT SPAM
2,43,12,0,NOT SPAM
0,160,19,0,SPAM
1,166,4,0,NOT SPAM
4,165,5,0,SPAM
3,182,13,1,SPAM
3,192,5,1,SPAM
5,76,16,1,SPAM
1,76,8,1,NOT SPAM
4,46,3,0,NOT SPAM
1,90,14,0,NOT SPAM
1,95,17,1,SPAM
1,32,14,1,NOT SPAM
0,159,17,1,SPAM
1,123,6,1,NOT SPAM
4,133,14,1,SPAM
2,95,4,0,NOT SPAM
1,12,10,0,NOT SPAM
1,125,13,1,SPAM
1,50,7,1,NOT SPAM
2,28,3,1,NOT SPAM
2,119,9,1,NOT SPAM
0,172,6,1,SPAM
2,183,0,1,SPAM
1,123,19,1,SPAM
2,28,11,1,NOT SPAM
2,26,12,0,NOT SPAM
0,72,15,1,NOT SPAM
2,140,13,1,SPAM
0,62,12,1,NOT SPAM
3,19,4,0,NOT SPAM
4,12,13,1,NOT SPAM
4,174,12,0,SPAM
3,171,13,1,SPAM
3,39,11,0,NOT SPAM
2,173,19,0,SPAM
0,52,14,1,NOT SPAM
2,100,18,1,SPAM
3,75,10,1,NOT SPAM
1,48,14,0,NOT SPAM
2,101,11,0,NOT SPAM
1,39,18,1,NOT SPAM
1,31,15,0,NOT SPAM
2,197,3,1,SPAM
3,74,17,0,NOT SPAM
2,70,8,1,NOT SPAM
0,75,15,1,NOT SPAM
3,195,6,0,SPAM
2,84,18,0,NOT SPAM
2,33,10,0,NOT SPAM
0,35,16,0,NOT SPAM
4,196,4,0,SPAM
2,185,11,1,SPAM
2,72,18,1,NOT SPAM
1,29,1,0,NOT SPAM
2,121,0,0,NOT SPAM
2,145,3,0,NOT SPAM
2,85,10,1,NOT SPAM
4,172,17,1,SPAM
0,91,15,1,NOT SPAM
1,139,9,1,NOT SPAM
4,164,11,1,SPAM
0,28,1,1,NOT SPAM
0,5,0,1,NOT SPAM
3,115,9,0,NOT SPAM
0,51,9,1,NOT SPAM
1,183,9,1,SPAM
0,40,1,1,NOT SPAM
1,159,19,1,SPAM
2,46,2,0,NOT SPAM
2,80,0,0,NOT SPAM
1,94,17,0,SPAM
2,93,10,0,NOT SPAM
3,72,11,1,NOT SPAM
0,74,0,0,NOT SPAM
3,114,5,1,NOT SPAM
1,130,15,0,SPAM
4,145,19,0,SPAM
5,157,2,0,NOT SPAM
1,99,16,1,SPAM
1,26,15,0,NOT SPAM
4,25,10,0,NOT SPAM
1,147,15,0,SPAM
1,199,11,1,SPAM
3,169,0,1,NOT SPAM
2,49,10,1,NOT SPAM
0,158,5,1,SPAM
1,115,18,1,SPAM
2,187,11,0,SPAM
1,182,1,1,SPAM
4,167,9,0,SPAM
3,173,18,1,SPAM
0,76,14,0,NOT SPAM
2,120,7,1,NOT SPAM
4,15,10,0,NOT SPAM
2,92,15,1,NOT SPAM
1,140,12,1,SPAM
2,58,12,1,NOT SPAM
2,133,4,0,NOT SPAM
2,24,11,1,NOT SPAM
1,104,9,0,NOT SPAM
0,38,18,0,NOT SPAM
3,61,16,1,NOT SPAM
6,145,0,0,NOT SPAM
1,129,14,1,SPAM
2,186,15,0,SPAM
2,57,19,1,NOT SPAM
2,56,9,0,NOT SPAM
2,138,9,0,NOT SPAM
2,40,16,1,NOT SPAM
1,157,16,1,SPAM
4,95,1,0,NOT SPAM
3,190,8,0,SPAM
0,187,3,1,SPAM
2,99,6,0,NOT SPAM
2,7,4,0,NOT SPAM
3,32,18,0,NOT SPAM
1,126,3,0,NOT SPAM
2,170,17,0,SPAM
0,38,2,1,NOT SPAM
3,88,3,0,NOT SPAM
3,145,13,1,SPAM
2,115,13,0,NOT SPAM
0,9,16,1,NOT SPAM
3,132,8,1,NOT SPAM
2,192,18,1,SPAM
4,92,2,0,NOT SPAM
1,119,14,0,NOT SPAM
3,106,0,1,NOT SPAM
2,21,18,0,NOT SPAM
4,189,3,1,SPAM
0,35,13,1,NOT SPAM
2,96,17,0,NOT SPAM
1,197,11,0,SPAM
1,198,5,0,SPAM
1,165,9,0,NOT SPAM
0,108,3,1,NOT SPAM
1,97,15,1,NOT SPAM
2,136,0,0,NOT SPAM
3,86,2,1,NOT SPAM
5,59,6,0,NOT SPAM
3,156,2,1,NOT SPAM
2,164,14,0,SPAM
4,77,5,0,NOT SPAM
3,51,15,1,NOT SPAM
2,148,16,0,SPAM
1,153,1,1,NOT SPAM
1,98,9,1,NOT SPAM
4,71,10,1,NOT SPAM
5,101,5,0,NOT SPAM
1,163,17,1,SPAM
3,124,14,1,SPAM
2,146,15,0,SPAM
1,138,12,0,NOT SPAM
2,161,15,0,SPAM
1,187,1,1,SPAM
2,41,19,1,NOT SPAM
1,191,11,1,SPAM
0,168,13,0,SPAM
2,114,7,0,NOT SPAM
1,191,5,1,SPAM
2,82,13,0,NOT SPAM
3,196,14,1,SPAM
0,175,19,0,SPAM
0,122,2,0,NOT SPAM
2,46,6,0,NOT SPAM
1,78,15,0,NOT SPAM
2,129,1,1,NOT SPAM
3,64,16,1,NOT SPAM
2,194,10,1,SPAM
3,68,2,1,NOT SPAM
3,62,7,1,NOT SPAM
3,6,18,0,NOT SPAM
2,82,17,0,NOT SPAM
0,75,6,0,NOT SPAM
2,124,15,0,SPAM
2,12,13,1,NOT SPAM
2,188,7,1,SPAM
3,168,12,0,SPAM
1,17,2,1,NOT SPAM
2,43,1,1,NOT SPAM
0,106,12,1,NOT SPAM
0,85,2,0,NOT SPAM
2,10,0,1,NOT SPAM
3,23,1,0,NOT SPAM
1,157,9,1,SPAM
1,135,10,0,NOT SPAM
4,109,2,0,NOT SPAM
1,57,7,0,NOT SPAM
2,32,14,0,NOT SPAM
0,158,4,0,NOT SPAM
4,51,7,1,NOT SPAM
3,140,17,0,SPAM
2,61,17,1,NOT SPAM
2,59,11,1,NOT SPAM
3,83,3,0,NOT SPAM
3,5,7,1,NOT SPAM
1,172,1,1,NOT SPAM
3,27,19,1,NOT SPAM
3,186,2,0,NOT SPAM
0,46,7,1,NOT SPAM
4,182,11,1,SPAM
4,8,1,0,NOT SPAM
2,12,16,0,NOT SPAM
2,168,13,1,SPAM
2,14,13,1,NOT SPAM
0,120,5,1,NOT SPAM
2,162,7,1,SPAM
2,104,9,1,NOT SPAM
3,20,17,0,NOT SPAM
0,162,0,0,NOT SPAM
1,68,6,1,NOT SPAM
3,112,6,1,NOT SPAM
3,125,12,1,NOT SPAM
4,143,15,1,SPAM
0,166,11,0,SPAM
3,59,18,0,NOT SPAM
1,87,5,1,NOT SPAM
2,8,6,1,NOT SPAM
5,181,16,0,SPAM
0,48,18,0,NOT SPAM
1,163,4,0,NOT SPAM
3,52,2,1,NOT SPAM
3,103,17,1,SPAM
1,102,16,1,NOT SPAM
0,30,10,0,NOT SPAM
3,107,8,1,NOT SPAM
3,101,16,0,NOT SPAM
0,16,18,0,NOT SPAM
2,49,12,1,NOT SPAM
0,140,5,0,NOT SPAM
4,13,3,0,NOT SPAM
0,5,17,1,NOT SPAM
2,137,11,1,SPAM
1,75,3,0,NOT SPAM
0,58,4,1,NOT SPAM
1,108,11,0,NOT SPAM
2,156,17,0,SPAM
5,158,16,1,SPAM
1,14,9,0,NOT SPAM
3,193,5,0,SPAM
1,44,16,0,NOT SPAM
5,48,7,0,NOT SPAM
2,116,1,1,NOT SPAM
0,16,11,0,NOT SPAM
1,26,2,1,NOT SPAM
2,159,19,0,SPAM
0,199,6,1,SPAM
1,86,0,1,NOT SPAM
3,146,16,0,SPAM
0,157,7,0,NOT SPAM
0,56,9,1,NOT SPAM
2,116,16,0,SPAM
2,122,15,0,SPAM
2,63,9,1,NOT SPAM
4,42,14,0,NOT SPAM
3,24,15,1,NOT SPAM
1,82,17,1,NOT SPAM
3,24,3,0,NOT SPAM
1,188,6,0,SPAM
3,105,11,0,NOT SPAM
3,114,11,1,NOT SPAM
2,34,0,0,NOT SPAM
3,111,11,1,NOT SPAM
2,45,6,0,NOT SPAM
3,88,14,1,NOT SPAM
1,75,1,0,NOT SPAM
3,67,0,0,NOT SPAM
2,99,3,1,NOT SPAM
4,33,7,0,NOT SPAM
3,81,16,1,NOT SPAM
1,176,17,0,SPAM
1,83,4,0,NOT SPAM
2,87,5,0,NOT SPAM
4,61,11,1,NOT SPAM
2,156,15,0,SPAM
3,151,8,0,NOT SPAM
1,21,14,0,NOT SPAM
2,116,7,0,NOT SPAM
4,193,11,1,SPAM
4,136,13,0,SPAM
1,154,16,1,SPAM
3,10,13,0,NOT SPAM
0,162,19,1,SPAM
2,97,4,1,NOT SPAM
5,79,12,0,NOT SPAM
1,143,5,1,NOT SPAM
2,52,13,0,NOT SPAM
2,50,5,0,NOT SPAM
0,159,2,1,NOT SPAM
3,151,15,1,SPAM
1,90,11,1,NOT SPAM
4,96,13,0,NOT SPAM
5,63,1,1,NOT SPAM
3,128,17,1,SPAM
2,186,6,0,SPAM
0,87,4,0,NOT SPAM
3,149,11,1,SPAM
1,54,16,0,NOT SPAM
1,172,11,1,SPAM
1,104,10,0,NOT SPAM
1,91,0,1,NOT SPAM
2,118,8,1,NOT SPAM
2,143,7,1,NOT SPAM
1,126,13,1,NOT SPAM
0,18,3,1,NOT SPAM
5,17,10,0,NOT SPAM
0,92,16,1,NOT SPAM
0,84,7,1,NOT SPAM
1,160,0,1,NOT SPAM
1,176,17,1,SPAM
3,67,4,0,NOT SPAM
1,107,7,1,NOT SPAM
0,110,7,1,NOT SPAM
1,193,8,0,SPAM
4,21,17,0,NOT SPAM
2,54,6,1,NOT SPAM
0,158,9,1,SPAM
3,139,15,0,SPAM
1,127,2,1,NOT SPAM
1,83,9,1,NOT SPAM
0,20,7,1,NOT SPAM
3,21,17,0,NOT SPAM
1,94,3,0,NOT SPAM
0,167,11,1,SPAM
2,88,4,0,NOT SPAM
3,88,3,0,NOT SPAM
1,155,18,0,SPAM
5,13,18,1,NOT SPAM
3,22,4,0,NOT SPAM
3,79,14,0,NOT SPAM
4,180,11,0,SPAM
1,76,12,1,NOT SPAM
2,95,5,0,NOT SPAM
2,70,16,1,NOT SPAM
2,27,19,0,NOT SPAM
2,142,9,1,SPAM
3,42,13,0,NOT SPAM
3,132,14,0,SPAM
2,63,9,1,NOT SPAM
3,72,5,1,NOT SPAM
1,89,15,0,NOT SPAM
3,123,1,1,NOT SPAM
5,175,9,0,SPAM
0,16,4,1,NOT SPAM
1,116,8,0,NOT SPAM
2,120,18,1,SPAM
0,185,18,0,SPAM
2,146,8,0,NOT SPAM
0,56,15,1,NOT SPAM
2,88,18,1,SPAM
1,115,19,0,SPAM
3,65,3,0,NOT SPAM
2,173,4,0,NOT SPAM
5,25,17,1,NOT SPAM
3,180,7,0,SPAM
1,60,12,1,NOT SPAM
1,39,8,1,NOT SPAM
3,48,9,1,NOT SPAM
0,43,3,1,NOT SPAM
0,147,18,1,SPAM
1,144,3,1,NOT SPAM
1,121,12,1,NOT SPAM
2,12,16,1,NOT SPAM
4,128,10,0,NOT SPAM
2,105,1,0,NOT SPAM
6,71,4,1,NOT SPAM
1,98,12,0,NOT SPAM
2,97,2,1,NOT SPAM
1,133,18,1,SPAM
3,84,18,1,SPAM
3,46,15,1,NOT SPAM
2,35,15,1,NOT SPAM
4,126,2,1,NOT SPAM
2,78,8,1,NOT SPAM
3,162,18,1,SPAM
2,47,0,1,NOT SPAM
2,30,13,0,NOT SPAM
1,16,10,0,NOT SPAM
3,131,17,0,SPAM
3,108,19,0,SPAM
2,191,6,1,SPAM
0,73,5,1,NOT SPAM
1,77,11,1,NOT SPAM
1,15,1,0,NOT SPAM
5,51,12,0,NOT SPAM
1,27,19,0,NOT SPAM
3,85,0,0,NOT SPAM
2,175,14,0,SPAM
3,81,19,1,SPAM
4,127,7,1,NOT SPAM
3,171,17,1,SPAM
3,77,14,0,NOT SPAM
2,59,7,1,NOT SPAM
3,22,1,0,NOT SPAM
2,98,10,1,NOT SPAM
2,174,7,0,SPAM
5,158,12,1,SPAM
4,22,0,0,NOT SPAM
1,132,17,1,SPAM
2,45,4,0,NOT SPAM
3,174,0,1,NOT SPAM
2,37,11,1,NOT SPAM
2,47,4,1,NOT SPAM
0,18,15,0,NOT SPAM
3,187,17,0,SPAM
2,62,1,1,NOT SPAM
3,142,14,1,SPAM
2,32,10,1,NOT SPAM
3,18,9,0,NOT SPAM
2,158,2,0,NOT SPAM
2,78,12,1,NOT SPAM
2,149,12,1,SPAM
3,166,2,0,NOT SPAM
2,18,9,0,NOT SPAM
1,158,3,0,NOT SPAM
1,166,13,1,SPAM
3,28,16,0,NOT SPAM
0,108,0,0,NOT SPAM
0,74,14,1,NOT SPAM
3,24,1,0,NOT SPAM
2,171,17,0,SPAM
2,125,6,1,NOT SPAM
0,177,12,0,SPAM
2,38,2,1,NOT SPAM
1,154,2,1,NOT SPAM
2,75,12,1,NOT SPAM
3,37,3,1,NOT SPAM
1,10,15,0,NOT SPAM
5,20,7,1,NOT SPAM
1,113,7,0,NOT SPAM
2,27,15,0,NOT SPAM
2,150,1,0,NOT SPAM
1,18,8,0,NOT SPAM
3,54,12,1,NOT SPAM
1,65,11,0,NOT SPAM
1,40,1,0,NOT SPAM
1,19,8,0,NOT SPAM
1,9,0,1,NOT SPAM
4,57,5,0,NOT SPAM
0,52,1,0,NOT SPAM
1,15,2,0,NOT SPAM
1,6,14,0,NOT SPAM
1,91,6,1,NOT SPAM
1,28,12,1,NOT SPAM
1,72,15,1,NOT SPAM
0,83,12,1,NOT SPAM
3,16,11,1,NOT SPAM
0,191,16,0,SPAM
3,71,10,1,NOT SPAM
1,164,6,1,SPAM
6,40,12,0,NOT SPAM
1,153,9,1,NOT SPAM
2,116,9,0,NOT SPAM
1,198,12,1,SPAM
1,126,18,0,SPAM
4,141,16,0,SPAM
1,48,19,1,NOT SPAM
2,63,6,0,NOT SPAM
3,156,3,1,NOT SPAM
0,131,16,1,SPAM
1,67,3,1,NOT SPAM
1,45,17,1,NOT SPAM
1,80,19,0,NOT SPAM
3,111,7,0,NOT SPAM
1,134,7,0,NOT SPAM
2,99,15,0,NOT SPAM
3,32,14,0,NOT SPAM
1,148,17,1,SPAM
2,63,18,0,NOT SPAM
3,133,5,0,NOT SPAM
1,90,8,0,NOT SPAM
2,5,15,0,NOT SPAM
3,35,8,0,NOT SPAM
2,26,19,1,NOT SPAM
0,191,16,0,SPAM
3,123,3,1,NOT SPAM
2,32,14,1,NOT SPAM
2,120,10,0,NOT SPAM
0,80,13,1,NOT SPAM
1,31,16,0,NOT SPAM
0,91,12,0,NOT SPAM
1,133,8,0,NOT SPAM
1,128,15,0,SPAM
2,111,7,0,NOT SPAM
3,134,13,0,SPAM
3,99,14,1,NOT SPAM
2,70,6,0,NOT SPAM
2,181,10,1,SPAM
4,23,2,1,NOT SPAM
1,160,6,0,NOT SPAM
3,171,4,1,SPAM
3,23,8,1,NOT SPAM
4,131,19,1,SPAM
2,120,18,1,SPAM
4,68,12,0,NOT SPAM
3,62,18,0,NOT SPAM
2,21,15,1,NOT SPAM
3,83,1,0,NOT SPAM
2,45,0,0,NOT SPAM
2,9,2,1,NOT SPAM
4,27,11,1,NOT SPAM
4,130,5,0,NOT SPAM
1,14,1,0,NOT SPAM
1,72,15,1,NOT SPAM
0,144,4,0,NOT SPAM
3,115,11,1,NOT SPAM
1,142,3,0,NOT SPAM
6,64,13,1,NOT SPAM
1,131,16,1,SPAM
1,34,11,1,NOT SPAM
3,118,12,0,NOT SPAM
3,156,16,0,SPAM
0,73,19,1,NOT SPAM
2,17,14,1,NOT SPAM
1,13,8,0,NOT SPAM
3,150,9,0,SPAM
1,167,5,1,SPAM
3,136,16,0,SPAM
5,173,11,1,SPAM
0,30,8,1,NOT SPAM
1,129,1,1,NOT SPAM
2,48,15,0,NOT SPAM
1,174,15,0,SPAM
5,14,0,1,NOT SPAM
1,109,10,0,NOT SPAM
3,110,2,0,NOT SPAM
2,5,1,1,NOT SPAM
2,186,13,0,SPAM
0,148,0,1,NOT SPAM
2,50,5,1,NOT SPAM
2,145,6,1,NOT SPAM
4,68,1,1,NOT SPAM
0,82,1,0,NOT SPAM
3,91,14,0,NOT SPAM
3,187,4,1,SPAM
3,67,12,0,NOT SPAM
2,150,18,0,SPAM
0,65,18,1,NOT SPAM
2,96,14,1,NOT SPAM
2,127,0,0,NOT SPAM
1,24,2,0,NOT SPAM
0,197,17,1,SPAM
0,68,16,1,NOT SPAM
1,80,7,1,NOT SPAM
0,196,10,0,SPAM
2,111,19,0,SPAM
1,145,7,1,NOT SPAM
3,61,5,0,NOT SPAM
1,49,5,0,NOT SPAM
1,124,5,0,NOT SPAM
6,90,1,0,NOT SPAM
3,42,9,1,NOT SPAM
1,186,9,0,SPAM
1,168,8,0,SPAM
4,71,2,1,NOT SPAM
3,125,1,1,NOT SPAM
0,130,3,1,NOT SPAM
0,15,7,1,NOT SPAM
3,102,8,1,NOT SPAM
3,159,1,0,NOT SPAM
4,91,15,0,NOT SPAM
2,149,5,0,NOT SPAM
1,126,7,1,NOT SPAM
4,102,2,1,NOT SPAM
2,37,10,0,NOT SPAM
1,137,19,1,SPAM
2,127,4,1,NOT SPAM
2,85,11,0,NOT SPAM
2,66,10,0,NOT SPAM
1,69,4,0,NOT SPAM
0,129,19,1,SPAM
3,199,19,0,SPAM
4,94,2,1,NOT SPAM
6,48,8,0,NOT SPAM
4,125,17,0,SPAM
2,146,11,0,NOT SPAM
1,95,3,0,NOT SPAM
4,61,6,0,NOT SPAM
2,52,19,0,NOT SPAM
3,149,10,1,SPAM
2,48,1,1,NOT SPAM
3,136,11,1,SPAM
0,85,8,1,NOT SPAM
2,101,5,1,NOT SPAM
2,34,6,1,NOT SPAM
2,125,5,1,NOT SPAM
3,89,17,0,NOT SPAM
2,187,12,0,SPAM
2,162,8,1,SPAM
3,150,18,1,SPAM
5,88,3,0,NOT SPAM
3,102,3,1,NOT SPAM
0,96,12,1,NOT SPAM
2,77,10,0,NOT SPAM
3,176,1,0,NOT SPAM
2,194,5,1,SPAM
3,35,11,1,NOT SPAM
2,113,7,0,NOT SPAM
0,20,4,0,NOT SPAM
2,99,19,1,SPAM
1,81,8,0,NOT SPAM
2,155,3,1,NOT SPAM
2,146,8,1,SPAM
4,6,11,0,NOT SPAM
0,144,3,0,NOT SPAM
2,190,16,1,SPAM
0,132,19,0,SPAM
0,96,1,1,NOT SPAM
1,188,12,0,SPAM
2,28,14,0,NOT SPAM
0,41,7,1,NOT SPAM
1,33,5,1,NOT SPAM
4,46,8,1,NOT SPAM
3,22,10,1,NOT SPAM
4,135,11,0,SPAM
2,17,1,1,NOT SPAM
2,110,1,0,NOT SPAM
2,161,10,1,SPAM
1,198,7,0,SPAM
1,63,5,0,NOT SPAM
1,96,17,0,NOT SPAM
1,180,10,1,SPAM
3,8,5,0,NOT SPAM
2,55,8,1,NOT SPAM
2,137,13,1,SPAM
2,171,18,0,SPAM
0,45,5,1,NOT SPAM
1,9,19,0,NOT SPAM
4,140,18,0,SPAM
2,188,9,1,SPAM
4,157,13,1,SPAM
4,95,4,1,NOT SPAM
2,184,11,0,SPAM
1,56,18,0,NOT SPAM
3,139,1,1,NOT SPAM
3,193,14,1,SPAM
1,51,5,0,NOT SPAM
1,131,7,1,NOT SPAM
4,86,13,1,NOT SPAM
1,70,2,0,NOT SPAM
4,191,5,1,SPAM
0,137,10,0,NOT SPAM
3,176,8,0,SPAM
3,174,16,1,SPAM
3,65,18,0,NOT SPAM
2,195,1,1,SPAM
1,54,7,0,NOT SPAM
0,170,9,0,SPAM
2,186,2,1,SPAM
2,176,9,0,SPAM
2,156,1,1,NOT SPAM
3,132,6,0,NOT SPAM
3,67,0,1,NOT SPAM
1,171,11,1,SPAM
2,144,4,0,NOT SPAM
1,195,8,0,SPAM
2,107,11,1,NOT SPAM
0,13,10,0,NOT SPAM
1,83,11,1,NOT SPAM
1,91,2,1,NOT SPAM
2,113,11,0,NOT SPAM
1,26,0,1,NOT SPAM
1,40,5,1,NOT SPAM
2,78,10,0,NOT SPAM
4,160,1,1,NOT SPAM
0,60,7,1,NOT SPAM
1,103,10,1,NOT SPAM
4,161,11,0,SPAM
2,9,18,0,NOT SPAM
1,8,19,0,NOT SPAM
1,183,8,0,SPAM
3,19,10,1,NOT SPAM
1,192,17,1,SPAM
3,30,8,1,NOT SPAM
3,27,14,1,NOT SPAM
2,129,17,0,SPAM
2,107,7,1,NOT SPAM
4,33,3,1,NOT SPAM
1,90,12,0,NOT SPAM
1,61,14,0,NOT SPAM
2,66,7,1,NOT SPAM
1,191,15,1,SPAM
3,52,10,1,NOT SPAM
3,115,12,1,SPAM
4,39,6,0,NOT SPAM
1,50,17,0,NOT SPAM
1,37,7,1,NOT SPAM
1,75,1,0,NOT SPAM
1,14,2,1,NOT SPAM
2,180,9,1,SPAM
0,48,6,1,NOT SPAM
